VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,pu_borough,pu_zone,pu_service_zone,do_borough,do_zone,do_service_zone,reason
1,2024-01-06 21:47:22,2024-01-06 22:41:22,0.0,0.3459060295294555,1.0,Y,252,113,3,6.107982877992994,1.0,0.5,0.0,1.75,0.3,9.157982877992994,0.0,0.0,Queens,Whitestone,Boro Zone,Manhattan,Greenwich Village North,Yellow Zone,zero_passengers
2,2025-06-01 00:00:00,2024-01-06 23:06:23,4.0,3.6527458682491427,5.0,N,120,139,1,13.741285224712621,0.5,0.5,1.6548175905988403,0.0,0.3,16.696102815311463,0.0,1.25,Manhattan,Highbridge Park,Boro Zone,Queens,Laurelton,Boro Zone,future_date
2,2024-01-06 23:35:29,2024-01-07 00:20:29,0.0,7.478825936666894,5.0,N,106,31,1,23.967861793749947,0.5,0.5,2.7379665556159822,0.0,0.3,28.00582834936593,2.5,0.0,Brooklyn,Gowanus,Boro Zone,Bronx,Bronx Park,Boro Zone,zero_passengers
2,2024-01-07 00:25:30,2024-01-07 00:57:30,2.0,2.3703467548642227,1.0,N,76,63,1,-1.0,0.5,0.5,2.1714648702875916,6.55,0.3,22.688864572743284,0.0,1.25,Brooklyn,East New York,Boro Zone,Brooklyn,Cypress Hills,Boro Zone,negative_fare
2,2024-01-07 01:57:42,2024-01-07 03:14:42,1.0,0.0,1.0,N,238,179,1,2.5,0.0,0.5,0.5864057586346592,1.75,0.3,6.136405758634659,2.5,1.25,Manhattan,Upper West Side North,Yellow Zone,Queens,Old Astoria,Boro Zone,zero_distance
1,2024-01-07 03:43:22,2024-01-07 04:32:22,0.0,0.9700712273339488,2.0,N,18,198,1,3.228860321041939,0.5,0.5,0.5889866231312288,0.0,0.3,5.117846944173167,0.0,1.25,Bronx,Bedford Park,Boro Zone,Queens,Ridgewood,Boro Zone,zero_passengers
2,2025-06-01 00:00:00,2024-01-07 05:43:34,1.0,3.090564026400288,1.0,N,164,208,1,9.921990632155511,1.0,0.5,2.332070928982823,0.0,0.3,13.554061561138335,2.5,1.25,Manhattan,Midtown South,Yellow Zone,Bronx,Schuylerville/Edgewater Park,Boro Zone,future_date
2,2024-01-07 06:03:10,2024-01-07 06:17:10,6.0,0.6630645738132599,5.0,N,35,207,2,-1.0,0.5,0.5,0.0,6.55,0.3,10.350000000000001,2.5,0.0,Brooklyn,Brownsville,Boro Zone,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,negative_fare
2,2024-01-07 08:43:03,2024-01-07 09:03:03,4.0,5.05482579353204,2.0,N,52,104,2,-1.0,0.0,0.5,0.0,0.0,0.3,18.55850477343666,0.0,1.25,Brooklyn,Cobble Hill,Boro Zone,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,negative_fare
1,2024-01-07 11:34:39,2024-01-07 11:58:39,1.0,0.0,4.0,Y,255,137,2,13.6066831901444,1.0,0.5,0.0,0.0,0.3,14.9066831901444,0.0,0.0,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Kips Bay,Yellow Zone,zero_distance
2,2025-06-01 00:00:00,2024-01-07 12:49:31,4.0,3.714842737616342,1.0,Y,224,159,2,17.93007368616561,0.5,0.5,0.0,0.0,0.3,19.23007368616561,0.0,0.0,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,Bronx,Melrose South,Boro Zone,future_date
2,2024-01-07 13:44:20,2024-01-07 14:52:20,2.0,2.8627823518429203,1.0,N,256,231,2,-1.0,0.0,0.5,0.0,0.0,0.3,11.689098110162961,0.0,1.25,Brooklyn,Williamsburg (South Side),Boro Zone,Manhattan,TriBeCa/Civic Center,Yellow Zone,negative_fare
1,2024-01-07 13:53:49,2024-01-07 15:09:49,1.0,10.269599928261245,1.0,Y,216,30,1,-1.0,0.0,0.5,6.924429094076449,6.55,0.3,47.94421734920987,0.0,0.0,Queens,South Ozone Park,Boro Zone,Queens,Broad Channel,Boro Zone,negative_fare
2,2024-01-07 14:33:41,2024-01-07 14:42:41,0.0,0.17573106285628473,1.0,N,203,228,1,3.281127269531483,0.0,0.5,0.471597763549842,0.0,0.3,5.052725033081325,0.0,0.0,Queens,Rosedale,Boro Zone,Brooklyn,Sunset Park West,Boro Zone,zero_passengers
1,2024-01-07 20:59:03,2024-01-07 21:17:03,3.0,7.2387087954820855,1.0,N,194,102,2,-1.0,0.0,0.5,0.0,0.0,0.3,22.878825352694417,0.0,0.0,Manhattan,Randalls Island,Yellow Zone,Queens,Glendale,Boro Zone,negative_fare
1,2024-01-07 21:08:26,2024-01-07 21:43:26,2.0,3.1158868639309114,4.0,N,22,15,1,-1.0,0.5,0.5,1.3747122291763771,6.55,0.3,21.598241180291947,2.5,0.0,Brooklyn,Bensonhurst West,Boro Zone,Queens,Bay Terrace/Fort Totten,Boro Zone,negative_fare
2,2024-01-07 22:41:40,2024-01-08 00:08:40,1.0,5.428787459530136,1.0,N,19,190,3,-1.0,1.0,0.5,0.0,6.55,0.3,22.253782408784694,0.0,0.0,Queens,Bellerose,Boro Zone,Brooklyn,Prospect Park,Boro Zone,negative_fare
2,2024-01-07 23:24:45,2024-01-08 00:13:45,0.0,2.1903163923549402,4.0,N,151,209,3,7.950187349518435,0.0,0.5,0.0,0.0,0.3,9.250187349518436,0.0,0.0,Manhattan,Manhattan Valley,Yellow Zone,Manhattan,Seaport,Yellow Zone,zero_passengers
1,2024-01-08 00:00:36,2024-01-08 00:56:36,0.0,1.3443289538256404,1.0,N,201,175,1,7.839457349195246,0.0,0.5,1.0559866151360882,0.0,0.3,10.195443964331336,2.5,0.0,Queens,Rockaway Park,Boro Zone,Queens,Oakland Gardens,Boro Zone,zero_passengers
2,2024-01-08 02:39:03,2024-01-08 04:05:03,1.0,0.22626101394177106,2.0,N,129,134,1,-1.0,1.0,0.5,0.9795813054667813,6.55,0.3,13.025902789402608,2.5,0.0,Queens,Jackson Heights,Boro Zone,Queens,Kew Gardens,Boro Zone,negative_fare
1,2025-06-01 00:00:00,2024-01-08 03:59:47,1.0,3.7328259674012694,2.0,N,109,195,2,-1.0,0.0,0.5,0.0,0.0,0.3,14.253608683269212,2.5,0.0,Staten Island,Great Kills,Boro Zone,Brooklyn,Red Hook,Boro Zone,future_date
2,2024-01-08 04:09:01,2024-01-08 05:09:01,0.0,3.4556443330549604,1.0,N,79,58,2,9.887782440117014,0.0,0.5,0.0,1.75,0.3,12.937782440117015,0.0,0.0,Manhattan,East Village,Yellow Zone,Bronx,Country Club,Boro Zone,zero_passengers
2,2024-01-08 08:36:07,2024-01-08 09:03:07,0.0,6.006960776204971,1.0,N,254,93,1,20.037744107048702,0.5,0.5,4.535188818215933,6.55,0.3,32.42293292526463,0.0,1.25,Bronx,Williamsbridge/Olinville,Boro Zone,Queens,Flushing Meadows-Corona Park,Boro Zone,zero_passengers
1,2024-01-08 09:09:07,2024-01-08 10:21:07,5.0,0.6296953349633254,4.0,Y,106,108,1,-1.0,0.0,0.5,1.4147080133875072,0.0,0.3,11.45258693634161,2.5,0.0,Brooklyn,Gowanus,Boro Zone,Brooklyn,Gravesend,Boro Zone,negative_fare
2,2024-01-08 10:11:58,2024-01-08 11:03:58,2.0,2.567423095977045,5.0,N,32,224,1,-1.0,1.0,0.5,2.9388113225784607,6.55,0.3,24.86440137463953,2.5,0.0,Bronx,Bronxdale,Boro Zone,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,negative_fare
1,2024-01-08 13:30:34,2024-01-08 15:00:34,0.0,3.032554009746237,4.0,Y,227,89,2,12.829695506740295,0.0,0.5,0.0,1.75,0.3,15.879695506740296,0.0,0.0,Brooklyn,Sunset Park East,Boro Zone,Brooklyn,Flatbush/Ditmas Park,Boro Zone,zero_passengers
2,2024-01-08 16:54:11,2024-01-08 17:33:11,0.0,0.3693677262823855,1.0,Y,143,76,1,5.3036217032829045,0.0,0.5,0.601947099619093,0.0,0.3,7.205568802901998,2.5,0.0,Manhattan,Lincoln Square West,Yellow Zone,Brooklyn,East New York,Boro Zone,zero_passengers
2,2024-01-08 18:54:28,2024-01-08 19:53:28,0.0,4.298360860209678,1.0,Y,119,125,2,16.03838544455349,0.5,0.5,0.0,0.0,0.3,17.33838544455349,0.0,1.25,Bronx,Highbridge,Boro Zone,Manhattan,Hudson Sq,Yellow Zone,zero_passengers
1,2024-01-08 20:33:58,2024-01-08 20:44:58,0.0,0.9724094910180285,1.0,N,226,143,3,5.198275146873301,0.0,0.5,0.0,0.0,0.3,6.498275146873301,2.5,0.0,Queens,Sunnyside,Boro Zone,Manhattan,Lincoln Square West,Yellow Zone,zero_passengers
1,2025-06-01 00:00:00,2024-01-08 23:28:05,2.0,4.3089256064445625,1.0,Y,35,232,1,14.719666415877816,1.0,0.5,3.631722110611091,0.0,0.3,19.65138852648891,2.5,0.0,Brooklyn,Brownsville,Boro Zone,Manhattan,Two Bridges/Seward Park,Yellow Zone,future_date
2,2024-01-08 23:26:47,2024-01-08 23:34:47,6.0,0.0,1.0,N,220,69,2,10.879653299514246,0.0,0.5,0.0,0.0,0.3,12.179653299514246,0.0,1.25,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,Bronx,East Concourse/Concourse Village,Boro Zone,zero_distance
2,2025-06-01 00:00:00,2024-01-09 04:52:01,5.0,0.8656660105956587,4.0,N,99,242,1,2.67008820569235,1.0,0.5,0.638367415110907,0.0,0.3,4.608455620803257,0.0,1.25,Staten Island,Freshkills Park,Boro Zone,Bronx,Van Nest/Morris Park,Boro Zone,future_date
2,2024-01-09 04:25:18,2024-01-09 05:51:18,1.0,0.15198793549794312,1.0,N,33,67,1,-1.0,1.0,0.5,0.9149954278869523,6.55,0.3,14.029227740851862,2.5,1.25,Brooklyn,Brooklyn Heights,Boro Zone,Brooklyn,Dyker Heights,Boro Zone,negative_fare
2,2024-01-09 06:00:49,2024-01-09 06:27:49,3.0,0.9530488143661435,1.0,Y,65,73,1,-1.0,0.0,0.5,0.827333028911791,0.0,0.3,8.17373691760473,2.5,1.25,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone,Queens,East Flushing,Boro Zone,negative_fare
2,2024-01-09 11:18:47,2024-01-09 11:50:47,0.0,1.7017490825480952,5.0,Y,136,167,1,8.03227121388475,1.0,0.5,1.5503770785396285,0.0,0.3,10.88264829242438,0.0,0.0,Bronx,Kingsbridge Heights,Boro Zone,Bronx,Morrisania/Melrose,Boro Zone,zero_passengers
2,2024-01-09 14:57:44,2024-01-09 15:06:44,1.0,7.957057741190876,5.0,N,234,168,3,-1.0,0.0,0.5,0.0,0.0,0.3,24.995035729138287,0.0,1.25,Manhattan,Union Sq,Yellow Zone,Bronx,Mott Haven/Port Morris,Boro Zone,negative_fare
1,2024-01-09 16:25:27,2024-01-09 17:05:27,2.0,2.8370554999591846,1.0,N,125,230,2,-1.0,0.5,0.5,0.0,0.0,0.3,12.138889866011219,0.0,1.25,Manhattan,Hudson Sq,Yellow Zone,Manhattan,Times Sq/Theatre District,Yellow Zone,negative_fare
1,2024-01-09 17:45:19,2024-01-09 18:58:19,0.0,0.4537336352035177,5.0,Y,227,98,1,2.5,0.5,0.5,0.41633323440022324,0.0,0.3,4.216333234400223,2.5,1.25,Brooklyn,Sunset Park East,Boro Zone,Queens,Fresh Meadows,Boro Zone,zero_passengers
2,2025-06-01 00:00:00,2024-01-10 02:29:02,5.0,11.460166773963676,1.0,Y,223,134,3,35.95549418328631,0.0,0.5,0.0,6.55,0.3,43.80549418328631,0.0,1.25,Queens,Steinway,Boro Zone,Queens,Kew Gardens,Boro Zone,future_date
1,2024-01-10 02:39:21,2024-01-10 04:06:21,4.0,0.0,4.0,N,89,179,1,9.335302243335198,1.0,0.5,1.5668678604536443,0.0,0.3,12.202170103788843,2.5,1.25,Brooklyn,Flatbush/Ditmas Park,Boro Zone,Queens,Old Astoria,Boro Zone,zero_distance
1,2024-01-10 02:51:00,2024-01-10 04:13:00,1.0,0.0,2.0,Y,229,155,1,10.005161193543946,0.5,0.5,1.8370036387808566,0.0,0.3,13.142164832324804,2.5,0.0,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,Brooklyn,Marine Park/Mill Basin,Boro Zone,zero_distance
2,2024-01-10 05:07:23,2024-01-10 06:22:23,6.0,7.261528012707064,3.0,N,136,71,3,-1.0,0.5,0.5,0.0,0.0,0.3,22.46175303127722,0.0,1.25,Bronx,Kingsbridge Heights,Boro Zone,Brooklyn,East Flatbush/Farragut,Boro Zone,negative_fare
1,2024-01-10 05:27:02,2024-01-10 06:55:02,0.0,7.986731875196912,2.0,Y,256,19,1,24.874533618320257,1.0,0.5,3.6959095879242323,1.75,0.3,31.62044320624449,0.0,1.25,Brooklyn,Williamsburg (South Side),Boro Zone,Queens,Bellerose,Boro Zone,zero_passengers
1,2024-01-10 05:35:29,2024-01-10 06:50:29,0.0,0.7778361558481931,5.0,N,92,95,1,6.0497648677491,1.0,0.5,0.8762937880312188,0.0,0.3,8.226058655780319,2.5,0.0,Queens,Flushing,Boro Zone,Queens,Forest Hills,Boro Zone,zero_passengers
1,2024-01-10 10:08:28,2024-01-10 11:32:28,5.0,0.5378403832068388,1.0,N,32,143,3,-1.0,1.0,0.5,0.0,0.0,0.3,5.059884745166094,0.0,1.25,Bronx,Bronxdale,Boro Zone,Manhattan,Lincoln Square West,Yellow Zone,negative_fare
2,2024-01-10 10:14:13,2024-01-10 11:35:13,0.0,6.816229995461649,5.0,N,43,221,1,20.543860750190614,0.0,0.5,2.9276573548106444,0.0,0.3,24.77151810500126,2.5,0.0,Manhattan,Central Park,Yellow Zone,Staten Island,Stapleton,Boro Zone,zero_passengers
2,2024-01-10 10:17:22,2024-01-10 10:48:22,4.0,0.3314080151671456,4.0,Y,71,6,2,-1.0,1.0,0.5,0.0,0.0,0.3,3.8,0.0,0.0,Brooklyn,East Flatbush/Farragut,Boro Zone,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,negative_fare
2,2024-01-10 10:46:22,2024-01-10 12:08:22,2.0,3.1454237314401294,1.0,N,64,7,1,-1.0,0.5,0.5,2.012920546159281,0.0,0.3,12.684192478857417,0.0,0.0,Queens,Douglaston,Boro Zone,Queens,Astoria,Boro Zone,negative_fare
1,2024-01-10 12:08:48,2024-01-10 13:33:48,3.0,0.40134979491900585,3.0,N,241,144,2,-1.0,1.0,0.5,0.0,6.55,0.3,11.175806588457899,0.0,0.0,Bronx,Van Cortlandt Village,Boro Zone,Manhattan,Little Italy/NoLiTa,Yellow Zone,negative_fare
2,2024-01-10 12:30:31,2024-01-10 13:07:31,0.0,2.2610032798770576,1.0,Y,225,41,1,9.679752491089944,0.5,0.5,2.3336937016111037,0.0,0.3,13.313446192701049,2.5,0.0,Brooklyn,Stuyvesant Heights,Boro Zone,Manhattan,Central Harlem,Boro Zone,zero_passengers
2,2024-01-10 20:11:07,2024-01-10 21:28:07,1.0,0.0,4.0,N,9,251,2,7.151287000832206,0.5,0.5,0.0,0.0,0.3,8.451287000832206,2.5,0.0,Queens,Auburndale,Boro Zone,Staten Island,Westerleigh,Boro Zone,zero_distance
1,2024-01-10 20:36:56,2024-01-10 21:57:56,0.0,1.0267321293362506,2.0,N,87,63,1,5.786989229049582,0.0,0.5,1.1555869898883635,1.75,0.3,9.992576218937947,0.0,1.25,Manhattan,Financial District North,Yellow Zone,Brooklyn,Cypress Hills,Boro Zone,zero_passengers
1,2024-01-10 21:01:55,2024-01-10 21:07:55,2.0,8.340685370510336,2.0,N,13,63,1,-1.0,1.0,0.5,3.1007491845548865,6.55,0.3,35.22445177293607,0.0,0.0,Manhattan,Battery Park City,Yellow Zone,Brooklyn,Cypress Hills,Boro Zone,negative_fare
1,2024-01-10 21:43:54,2024-01-10 21:54:54,6.0,1.7573963083447928,1.0,Y,57,5,2,-1.0,1.0,0.5,0.0,0.0,0.3,7.166606736386037,0.0,1.25,Queens,Corona,Boro Zone,Staten Island,Arden Heights,Boro Zone,negative_fare
2,2024-01-10 22:10:36,2024-01-10 23:19:36,1.0,1.1961602900008685,2.0,Y,3,235,1,-1.0,0.5,0.5,2.0560620243117036,6.55,0.3,18.136217960293692,0.0,1.25,Bronx,Allerton/Pelham Gardens,Boro Zone,Bronx,University Heights/Morris Heights,Boro Zone,negative_fare
1,2025-06-01 00:00:00,2024-01-10 23:24:30,2.0,1.3128088064592558,5.0,N,10,98,2,7.164326009422691,0.0,0.5,0.0,1.75,0.3,10.214326009422692,0.0,0.0,Queens,Baisley Park,Boro Zone,Queens,Fresh Meadows,Boro Zone,future_date
2,2024-01-10 22:28:48,2024-01-10 22:41:48,2.0,0.0,1.0,N,176,205,2,3.0127658809714877,0.5,0.5,0.0,0.0,0.3,4.3127658809714875,0.0,1.25,Staten Island,Oakwood,Boro Zone,Queens,Saint Albans,Boro Zone,zero_distance
2,2024-01-10 23:55:44,2024-01-11 00:21:44,6.0,4.964688188392641,4.0,N,127,194,1,-1.0,1.0,0.5,2.733075361438951,1.75,0.3,22.038659483300503,2.5,0.0,Manhattan,Inwood,Boro Zone,Manhattan,Randalls Island,Yellow Zone,negative_fare
2,2024-01-11 07:32:55,2024-01-11 08:44:55,1.0,0.0,5.0,N,17,244,1,37.45560631218017,1.0,0.5,5.212394223097115,0.0,0.3,43.968000535277284,0.0,1.25,Brooklyn,Bedford,Boro Zone,Manhattan,Washington Heights South,Boro Zone,zero_distance
2,2024-01-11 09:32:19,2024-01-11 10:53:19,4.0,0.0,1.0,N,100,240,1,19.249450977762823,0.5,0.5,4.765399073036202,6.55,0.3,31.864850050799028,2.5,1.25,Manhattan,Garment District,Yellow Zone,Bronx,Van Cortlandt Park,Boro Zone,zero_distance
2,2024-01-11 09:33:22,2024-01-11 09:51:22,4.0,1.6502644084423077,2.0,N,174,57,1,-1.0,1.0,0.5,1.4187825204283753,6.55,0.3,18.285052476193307,2.5,1.25,Bronx,Norwood,Boro Zone,Queens,Corona,Boro Zone,negative_fare
2,2025-06-01 00:00:00,2024-01-11 10:50:41,6.0,3.013768266298846,1.0,N,60,205,2,10.070347224489817,0.5,0.5,0.0,1.75,0.3,13.120347224489818,0.0,1.25,Bronx,Crotona Park East,Boro Zone,Queens,Saint Albans,Boro Zone,future_date
2,2024-01-11 12:28:27,2024-01-11 12:47:27,5.0,0.0,1.0,N,87,81,1,4.827263991257225,1.0,0.5,1.0649739315589548,0.0,0.3,7.1922379228161795,0.0,1.25,Manhattan,Financial District North,Yellow Zone,Bronx,Eastchester,Boro Zone,zero_distance
2,2024-01-11 15:21:23,2024-01-11 15:58:23,1.0,3.664372842112956,1.0,Y,79,34,1,-1.0,1.0,0.5,1.6021387834694127,0.0,0.3,15.50804867497104,0.0,0.0,Manhattan,East Village,Yellow Zone,Brooklyn,Brooklyn Navy Yard,Boro Zone,negative_fare
1,2024-01-11 16:08:46,2024-01-11 17:01:46,0.0,3.998960814421445,2.0,N,180,258,1,12.579264494275426,0.5,0.5,2.383667726074486,0.0,0.3,16.262932220349914,2.5,0.0,Queens,Ozone Park,Boro Zone,Queens,Woodhaven,Boro Zone,zero_passengers
1,2024-01-11 17:18:48,2024-01-11 17:48:48,2.0,0.0,1.0,N,195,18,3,10.44450692114756,1.0,0.5,0.0,0.0,0.3,11.744506921147561,0.0,1.25,Brooklyn,Red Hook,Boro Zone,Bronx,Bedford Park,Boro Zone,zero_distance
1,2024-01-11 21:15:30,2024-01-11 21:32:30,0.0,2.765074563387799,4.0,Y,35,37,2,14.251616290735193,1.0,0.5,0.0,1.75,0.3,17.301616290735193,0.0,1.25,Brooklyn,Brownsville,Boro Zone,Brooklyn,Bushwick South,Boro Zone,zero_passengers
1,2024-01-11 21:23:06,2024-01-11 22:42:06,3.0,3.9647118568628708,1.0,N,148,71,1,-1.0,1.0,0.5,1.2895180091405296,6.55,0.3,19.27086503138083,0.0,0.0,Manhattan,Lower East Side,Yellow Zone,Brooklyn,East Flatbush/Farragut,Boro Zone,negative_fare
2,2024-01-11 21:36:48,2024-01-11 22:09:48,2.0,0.21632375173556012,5.0,Y,245,107,2,-1.0,0.5,0.5,0.0,0.0,0.3,3.8,0.0,1.25,Staten Island,West Brighton,Boro Zone,Manhattan,Gramercy,Yellow Zone,negative_fare
1,2024-01-11 22:31:36,2024-01-11 23:22:36,0.0,3.8709310897975966,5.0,N,257,233,1,11.324929568049143,0.5,0.5,2.349579973864883,0.0,0.3,14.974509541914026,0.0,0.0,Brooklyn,Windsor Terrace,Boro Zone,Manhattan,UN/Turtle Bay South,Yellow Zone,zero_passengers
1,2024-01-11 22:38:41,2024-01-11 23:10:41,1.0,0.0,1.0,Y,7,236,1,5.991071888186339,0.0,0.5,0.73168623850343,1.75,0.3,9.77275812668977,2.5,0.0,Queens,Astoria,Boro Zone,Manhattan,Upper East Side North,Yellow Zone,zero_distance
1,2024-01-12 00:46:23,2024-01-12 01:16:23,0.0,1.0631163895850293,1.0,Y,52,110,1,7.175832271421846,0.0,0.5,0.985035130508535,1.75,0.3,11.210867401930381,0.0,0.0,Brooklyn,Cobble Hill,Boro Zone,Staten Island,Great Kills Park,Boro Zone,zero_passengers
2,2024-01-12 02:09:36,2024-01-12 03:17:36,2.0,6.5064721934951155,1.0,N,24,214,3,-1.0,0.0,0.5,0.0,0.0,0.3,22.225438382812467,2.5,0.0,Manhattan,Bloomingdale,Yellow Zone,Staten Island,South Beach/Dongan Hills,Boro Zone,negative_fare
1,2024-01-12 04:45:04,2024-01-12 05:16:04,2.0,3.813496503011314,5.0,Y,57,99,3,-1.0,1.0,0.5,0.0,0.0,0.3,13.623307473297693,0.0,1.25,Queens,Corona,Boro Zone,Staten Island,Freshkills Park,Boro Zone,negative_fare
1,2024-01-12 05:22:16,2024-01-12 06:26:16,1.0,3.823382517322684,4.0,N,83,9,3,-1.0,1.0,0.5,0.0,0.0,0.3,14.959248344329781,0.0,0.0,Queens,Elmhurst/Maspeth,Boro Zone,Queens,Auburndale,Boro Zone,negative_fare
1,2024-01-12 06:37:31,2024-01-12 07:07:31,0.0,2.427497168691612,1.0,N,67,117,1,11.578555149955282,1.0,0.5,1.4118555216967876,0.0,0.3,14.29041067165207,0.0,1.25,Brooklyn,Dyker Heights,Boro Zone,Queens,Hammels/Arverne,Boro Zone,zero_passengers
1,2024-01-12 10:21:05,2024-01-12 10:53:05,0.0,1.6510149280504522,1.0,N,166,258,3,6.57836860081642,0.0,0.5,0.0,0.0,0.3,7.87836860081642,2.5,1.25,Manhattan,Morningside Heights,Boro Zone,Queens,Woodhaven,Boro Zone,zero_passengers
2,2024-01-12 10:26:31,2024-01-12 11:28:31,1.0,0.696544929551439,5.0,Y,219,146,2,-1.0,1.0,0.5,0.0,1.75,0.3,5.55,0.0,1.25,Queens,Springfield Gardens South,Boro Zone,Queens,Long Island City/Queens Plaza,Boro Zone,negative_fare
1,2024-01-12 10:35:38,2024-01-12 11:56:38,5.0,7.329480801407531,1.0,N,196,255,2,-1.0,0.0,0.5,0.0,0.0,0.3,25.106594427340287,2.5,0.0,Queens,Rego Park,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone,negative_fare
2,2024-01-12 11:52:17,2024-01-12 13:14:17,1.0,0.0,1.0,Y,182,52,1,28.212326440583407,0.0,0.5,5.699022076355663,0.0,0.3,35.21134851693907,2.5,0.0,Bronx,Parkchester,Boro Zone,Brooklyn,Cobble Hill,Boro Zone,zero_distance
1,2024-01-12 12:37:41,2024-01-12 13:19:41,0.0,0.5107406902358652,3.0,N,233,169,1,2.5,1.0,0.5,0.42930113899946154,6.55,0.3,10.779301138999461,0.0,0.0,Manhattan,UN/Turtle Bay South,Yellow Zone,Bronx,Mount Hope,Boro Zone,zero_passengers
2,2024-01-12 15:18:45,2024-01-12 16:41:45,2.0,12.046623504003879,1.0,N,257,13,1,-1.0,1.0,0.5,3.963311809752684,0.0,0.3,40.938317008917274,0.0,1.25,Brooklyn,Windsor Terrace,Boro Zone,Manhattan,Battery Park City,Yellow Zone,negative_fare
1,2024-01-12 16:47:45,2024-01-12 17:54:45,6.0,1.365636903145251,1.0,Y,239,218,2,-1.0,1.0,0.5,0.0,1.75,0.3,11.247571041625191,0.0,0.0,Manhattan,Upper West Side South,Yellow Zone,Queens,Springfield Gardens North,Boro Zone,negative_fare
1,2025-06-01 00:00:00,2024-01-12 18:11:04,1.0,2.774615973151157,4.0,Y,24,215,2,9.346825316745099,0.5,0.5,0.0,0.0,0.3,10.6468253167451,0.0,0.0,Manhattan,Bloomingdale,Yellow Zone,Queens,South Jamaica,Boro Zone,future_date
2,2024-01-12 17:47:34,2024-01-12 19:08:34,2.0,0.0,3.0,Y,103,160,1,12.861168691883869,0.5,0.5,2.718087840386484,0.0,0.3,16.879256532270354,2.5,0.0,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,Queens,Middle Village,Boro Zone,zero_distance
1,2024-01-12 18:50:55,2024-01-12 19:51:55,2.0,0.0,4.0,N,191,224,1,9.779446148504316,0.0,0.5,2.4113531550709677,6.55,0.3,20.040799303575284,2.5,0.0,Queens,Queens Village,Boro Zone,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,zero_distance
2,2025-06-01 00:00:00,2024-01-12 19:08:11,1.0,7.5995278337196,5.0,Y,46,75,1,21.16970061706695,0.0,0.5,2.5813831746494125,0.0,0.3,25.051083791716366,2.5,0.0,Bronx,City Island,Boro Zone,Manhattan,East Harlem South,Boro Zone,future_date
2,2024-01-12 19:04:16,2024-01-12 20:11:16,0.0,5.763220284863919,3.0,Y,118,28,1,21.134627423157944,1.0,0.5,4.316574769063424,0.0,0.3,26.751202192221367,2.5,1.25,Staten Island,Heartland Village/Todt Hill,Boro Zone,Queens,Briarwood/Jamaica Hills,Boro Zone,zero_passengers
1,2024-01-12 20:51:21,2024-01-12 21:01:21,1.0,0.0,1.0,N,64,225,1,10.48315597524156,1.0,0.5,1.9609167418648643,6.55,0.3,20.294072717106424,0.0,0.0,Queens,Douglaston,Boro Zone,Brooklyn,Stuyvesant Heights,Boro Zone,zero_distance
1,2024-01-12 21:32:22,2024-01-12 21:47:22,0.0,1.8641243193603931,1.0,Y,44,197,1,5.815017959633497,0.5,0.5,0.7237536661319987,0.0,0.3,7.838771625765496,2.5,1.25,Staten Island,Charleston/Tottenville,Boro Zone,Queens,Richmond Hill,Boro Zone,zero_passengers
1,2024-01-12 22:10:46,2024-01-12 23:00:46,1.0,6.645981979710019,1.0,Y,198,27,2,-1.0,1.0,0.5,0.0,0.0,0.3,19.905220716764635,2.5,0.0,Queens,Ridgewood,Boro Zone,Queens,Breezy Point/Fort Tilden/Riis Beach,Boro Zone,negative_fare
2,2024-01-13 01:09:50,2024-01-13 02:19:50,0.0,0.86935205134602,2.0,N,247,156,2,5.16054958690705,0.0,0.5,0.0,1.75,0.3,8.21054958690705,0.0,1.25,Bronx,West Concourse,Boro Zone,Staten Island,Mariners Harbor,Boro Zone,zero_passengers
2,2024-01-13 01:11:58,2024-01-13 01:44:58,3.0,2.063081806280234,2.0,N,16,124,3,-1.0,0.5,0.5,0.0,0.0,0.3,9.8783810608074,0.0,1.25,Queens,Bayside,Boro Zone,Queens,Howard Beach,Boro Zone,negative_fare
2,2025-06-01 00:00:00,2024-01-13 01:50:08,3.0,2.2996780284728766,5.0,Y,241,195,2,6.6272950401304955,0.5,0.5,0.0,0.0,0.3,7.927295040130495,0.0,1.25,Bronx,Van Cortlandt Village,Boro Zone,Brooklyn,Red Hook,Boro Zone,future_date
